Post_oldid,Real_ID,date,COVID_Post,RiskFactor_2_CTA,SocialDisparities_3_CTA,Debunk_4_CTA,UncertaintyReduction_5_CTA,Testing_6_CTA,Vaccine_7_CTA,Mental_8_YesNo,Emotion_9_Number,Praise_10_Number,Pop_11_Number,Language_12_Number,Action_13_CTA,Positive_14a_Number,Negative_14b_Number,Individual_14c_Number,Collective_14d_Number,State_ recode,Gov_poli,Trifecta,White_percent,minority_percent,Poverty_percent,ProspertiyRanking,year,month,day,state,cases
4313,5792,12/18/20,1,88,88,88,1,88,1,0,0,0,1,0,1,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,18,PA,9186
4314,5136,12/22/20,1,88,88,88,1,88,1,0,0,0,0,0,1,0,0,0,0,22,1,3,74.7,25.3,12.9,29,2020,12,22,MI,3509
4317,223,1/28/20,1,88,88,88,1,88,88,0,0,0,2,0,1,1,0,1,0,1,1,1,65.3,34.7,15.6,44,2020,1,28,AL,
4319,4800,12/31/20,1,88,88,88,2,88,2,0,0,0,2,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,31,ID,1238
4320,3444,10/15/20,1,88,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,65.9,34.1,9.9,2,2020,10,15,CT,167
4324,5224,12/10/20,1,88,88,88,1,88,1,0,0,0,0,0,1,1,0,1,0,23,2,3,79.1,20.9,8.9,3,2020,12,10,MN,3499
4333,2949,6/2/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,6,2,CO,211
4336,768,12/17/20,1,88,88,88,0,88,88,0,0,0,0,0,0,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,12,17,AK,383
4340,2950,12/3/20,1,88,88,88,3,88,88,0,0,0,0,0,3,1,0,0,1,6,2,2,67.7,32.3,9.4,11,2020,12,3,CO,5455
4341,2951,11/28/20,1,88,88,88,3,88,88,0,0,0,0,0,3,1,0,0,1,6,2,2,67.7,32.3,9.4,11,2020,11,28,CO,4023
4342,2952,11/28/20,1,88,88,88,3,88,88,0,0,0,0,0,3,1,0,0,1,6,2,2,67.7,32.3,9.4,11,2020,11,28,CO,4023
4343,2953,11/18/20,1,88,88,88,3,88,88,0,0,0,0,0,3,1,0,0,1,6,2,2,67.7,32.3,9.4,11,2020,11,18,CO,5004
4344,2954,11/22/20,1,88,88,88,3,88,88,0,0,0,0,0,3,1,0,0,1,6,2,2,67.7,32.3,9.4,11,2020,11,22,CO,4076
4345,2955,12/9/20,1,88,88,88,3,88,88,0,0,0,0,0,3,2,0,1,1,6,2,2,67.7,32.3,9.4,11,2020,12,9,CO,3973
4346,6292,12/31/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,45,2,3,92.6,7.4,10.1,6,2020,12,31,VT,136
4348,1831,3/6/20,1,7,88,88,7,88,88,0,0,0,0,0,7,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,3,6,AZ,1
4349,6097,12/14/20,1,88,88,88,1,88,0,0,0,0,0,0,1,3,0,0,3,41,1,1,81.5,18.5,11.9,26,2020,12,14,SD,316
4350,1832,6/17/20,1,88,88,88,3,88,0,0,0,0,0,0,3,1,0,0,1,4,1,1,54.1,45.9,13.5,40,2020,6,17,AZ,1861
4351,1833,7/4/20,1,88,88,88,4,88,0,0,0,0,0,0,4,1,0,0,1,4,1,1,54.1,45.9,13.5,40,2020,7,4,AZ,2722
4352,1834,6/19/20,1,88,88,88,3,88,0,0,0,0,0,0,3,1,0,0,1,4,1,1,54.1,45.9,13.5,40,2020,6,19,AZ,3183
4353,2956,12/1/20,1,88,88,88,3,88,0,0,0,0,0,0,3,1,0,0,1,6,2,2,67.7,32.3,9.4,11,2020,12,1,CO,4277
4354,6068,12/1/20,1,88,88,88,3,88,0,0,0,0,0,0,3,1,0,0,1,40,1,2,63.7,36.3,13.9,42,2020,12,1,SC,1425
4355,1377,12/1/20,1,88,88,88,2,88,0,0,0,0,0,0,2,1,0,0,1,3,1,1,72,28,16,50,2020,12,1,AR,1950
4356,1378,6/22/20,1,88,88,88,3,3,88,0,0,0,0,0,3,2,0,0,1,3,1,1,72,28,16,50,2020,6,22,AR,522
4357,1379,7/17/20,1,88,88,88,2,88,0,0,0,0,0,0,2,2,0,0,2,3,1,1,72,28,16,50,2020,7,17,AR,648
4359,5793,12/23/20,1,5,88,88,5,88,88,0,0,0,0,0,5,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,23,PA,9725
4360,5486,12/30/20,1,1,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,32,2,2,55.3,44.7,13.1,15,2020,12,30,NY,12917
4361,224,4/25/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,4,25,AL,187
4362,1835,3/24/20,1,88,88,88,1,88,88,0,0,0,0,1,1,1,0,0,1,4,1,1,54.1,45.9,13.5,40,2020,3,24,AZ,92
4363,5137,12/19/20,1,88,88,88,1,88,88,0,0,1,1,0,1,0,0,0,0,22,1,3,74.7,25.3,12.9,29,2020,12,19,MI,3966
4364,2957,11/25/20,1,8,88,88,8,88,88,0,0,0,0,1,8,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,11,25,CO,4534
4365,4914,12/12/20,1,88,88,88,1,88,1,0,0,0,0,0,1,0,0,0,0,13,2,2,60.8,39.2,11.4,21,2020,12,12,IL,8660
4366,2410,3/3/20,1,88,88,88,5,88,88,0,0,0,0,0,5,2,0,1,1,5,2,2,36.5,63.5,11.8,25,2020,3,3,CA,7
4367,4986,12/23/20,1,88,88,88,2,88,2,0,0,0,0,0,2,0,0,0,0,14,1,1,78.4,21.6,11.9,35,2020,12,23,IN,4679
4368,225,7/25/20,1,88,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,7,25,AL,2125
4369,2958,11/3/20,1,5,88,88,5,88,88,0,0,0,0,0,5,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,11,3,CO,2543
4370,2959,5/27/20,1,6,88,88,6,88,88,0,0,0,0,0,6,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,5,27,CO,222
4371,2960,3/20/20,1,88,88,88,2,88,88,0,0,0,0,0,2,3,0,0,3,6,2,2,67.7,32.3,9.4,11,2020,3,20,CO,86
4372,6098,12/16/20,1,7,88,88,7,88,88,0,0,0,0,0,7,0,0,0,0,41,1,1,81.5,18.5,11.9,26,2020,12,16,SD,905
4373,226,8/28/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,8,28,AL,1162
4374,227,9/29/20,1,88,88,88,0,88,88,0,0,0,0,0,0,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,9,29,AL,571
4375,4801,12/15/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,15,ID,1607
4378,769,12/10/20,1,88,88,88,1,88,1,0,0,0,0,0,1,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,12,10,AK,636
4379,770,8/20/20,1,88,88,88,3,88,88,0,0,0,0,0,3,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,8,20,AK,85
4380,6779,12/13/20,1,88,88,3,3,88,3,0,0,0,0,0,3,0,0,0,0,49,2,3,80.9,16.3,10.4,10,2020,12,13,WI,2965
4381,2961,3/24/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,3,24,CO,191
4382,3684,7/19/20,1,88,88,88,1,88,88,0,0,0,0,0,1,1,0,1,0,8,2,2,61.7,38.3,11.2,20,2020,7,19,DE,90
4383,6780,12/6/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,49,2,3,80.9,16.3,10.4,10,2020,12,6,WI,3149
4384,771,3/21/20,1,8,88,88,8,88,88,0,0,0,0,0,8,1,0,0,1,2,1,3,60.2,39.8,10.2,39,2020,3,21,AK,7
4387,228,5/14/20,1,2,88,2,2,88,88,0,0,0,0,0,2,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,5,14,AL,401
4388,229,5/16/20,1,2,88,2,2,88,88,0,0,0,0,0,2,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,5,16,AL,301
4390,772,6/19/20,1,6,88,88,6,88,88,0,0,0,0,0,6,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,6,19,AK,26
4391,773,12/17/20,1,88,88,0,0,88,0,0,0,0,0,0,0,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,12,17,AK,383
4392,774,3/17/20,1,6,88,88,6,88,88,0,0,0,0,0,6,1,0,0,1,2,1,3,60.2,39.8,10.2,39,2020,3,17,AK,3
4393,775,12/25/20,1,4,88,88,4,88,88,0,0,0,0,0,4,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,12,25,AK,0
4394,2411,3/5/20,1,88,88,88,1,88,88,0,0,0,0,0,1,2,0,1,1,5,2,2,36.5,63.5,11.8,25,2020,3,5,CA,12
4395,2962,5/6/20,1,88,88,88,0,88,88,0,0,0,0,0,0,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,5,6,CO,464
4396,2963,4/7/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,4,7,CO,257
4397,2412,3/8/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,5,2,2,36.5,63.5,11.8,25,2020,3,8,CA,12
4398,3685,8/5/20,1,88,88,88,3,88,88,0,0,0,0,1,3,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,8,5,DE,159
4399,2964,4/23/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,4,23,CO,384
4400,2965,4/20/20,1,88,88,88,0,88,88,0,0,0,0,0,0,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,4,20,CO,376
4401,2966,5/30/20,1,1,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,5,30,CO,482
4407,776,12/9/20,1,4,88,88,4,88,88,0,0,0,0,0,4,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,12,9,AK,587
4409,777,5/2/20,1,88,88,88,4,88,88,0,0,0,0,0,4,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,5,2,AK,1
4410,778,10/18/20,1,88,88,88,3,3,88,0,0,0,0,0,3,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,10,18,AK,224
4411,779,10/14/20,1,88,88,88,4,4,88,0,0,0,0,0,4,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,10,14,AK,143
4412,5794,12/3/20,1,88,88,88,6,88,88,0,0,0,0,0,6,1,0,0,1,38,2,3,75.7,24.3,12,22,2020,12,3,PA,11268
4413,2413,3/25/20,1,88,88,88,4,88,88,0,0,0,0,0,4,1,0,0,1,5,2,2,36.5,63.5,11.8,25,2020,3,25,CA,539
4419,2967,10/29/20,1,88,88,88,1,88,88,0,0,0,0,1,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,10,29,CO,2051
4421,780,9/5/20,1,6,88,88,6,88,88,0,0,0,0,0,6,1,0,0,1,2,1,3,60.2,39.8,10.2,39,2020,9,5,AK,98
4423,6417,12/17/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,47,2,2,67.5,32.5,9.8,7,2020,12,17,WA,5318
4424,1380,10/21/20,1,88,88,88,1,88,88,0,0,0,0,0,1,2,0,1,1,3,1,1,72,28,16,50,2020,10,21,AR,1155
4425,5051,12/6/20,1,88,88,88,4,88,88,0,0,0,0,0,4,0,0,0,0,15,1,1,85,15,11,13,2020,12,6,IOWA,
4429,781,12/17/20,1,88,88,88,2,88,2,0,0,0,4,0,2,1,0,1,0,2,1,3,60.2,39.8,10.2,39,2020,12,17,AK,383
4430,5487,12/1/20,1,2,2,88,2,88,88,0,0,0,0,0,2,0,0,0,0,32,2,2,55.3,44.7,13.1,15,2020,12,1,NY,7293
4431,2968,11/7/20,1,10,88,88,10,88,88,0,0,0,0,1,10,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,11,7,CO,3214
4436,1836,11/24/20,1,2,88,88,2,88,88,0,0,0,0,0,2,2,0,1,1,4,1,1,54.1,45.9,13.5,40,2020,11,24,AZ,4755
4440,5932,12/1/20,1,1,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,39,2,1,71.4,28.6,11.6,18,2020,12,1,RI,1183
4441,782,11/29/20,1,16,88,88,16,88,88,1,0,0,0,0,16,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,11,29,AK,617
4442,3686,3/2/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,3,2,DE,
4443,783,11/22/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,11,22,AK,550
4444,784,12/5/20,1,88,88,88,3,88,88,0,0,0,0,0,3,1,0,1,0,2,1,3,60.2,39.8,10.2,39,2020,12,5,AK,945
4445,785,10/20/20,1,88,88,88,0,88,88,0,0,0,4,0,0,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,10,20,AK,211
4446,786,10/16/20,1,88,88,88,0,88,88,0,0,0,0,0,0,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,10,16,AK,228
4447,787,9/15/20,1,88,88,88,0,88,88,1,0,0,0,0,0,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,9,15,AK,43
4449,4802,12/18/20,1,88,88,1,1,88,1,0,0,0,0,0,1,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,18,ID,1274
4452,3445,7/17/20,1,1,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,7,2,2,65.9,34.1,9.9,2,2020,7,17,CT,143
4453,6293,12/18/20,1,88,88,88,2,88,88,0,0,0,0,0,2,3,0,0,3,45,2,3,92.6,7.4,10.1,6,2020,12,18,VT,94
4454,2414,11/25/20,1,88,88,88,3,88,88,0,0,0,0,0,3,2,0,0,2,5,2,2,36.5,63.5,11.8,25,2020,11,25,CA,14144
4455,6418,12/19/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,47,2,2,67.5,32.5,9.8,7,2020,12,19,WA,1957
4456,230,10/27/20,1,88,88,88,4,88,88,0,0,0,0,0,4,3,0,1,2,1,1,1,65.3,34.7,15.6,44,2020,10,27,AL,1115
4457,231,10/31/20,1,88,88,88,4,88,88,0,0,0,0,0,4,3,0,1,2,1,1,1,65.3,34.7,15.6,44,2020,10,31,AL,1789
4458,2415,6/20/20,1,88,88,88,1,88,88,0,0,0,0,0,1,1,0,0,1,5,2,2,36.5,63.5,11.8,25,2020,6,20,CA,4011
4460,2416,9/4/20,1,88,88,88,1,88,88,0,0,0,0,1,1,1,0,0,1,5,2,2,36.5,63.5,11.8,25,2020,9,4,CA,5290
4465,2969,4/8/20,1,88,88,88,0,88,88,0,0,1,2,0,0,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,4,8,CO,226
4469,4105,9/13/20,1,3,88,88,3,88,88,0,0,0,0,0,3,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,9,13,FL,2423
4470,4106,9/7/20,1,3,88,88,3,88,88,0,0,0,0,0,3,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,9,7,FL,1838
4471,4107,7/25/20,1,3,88,88,3,88,88,0,0,0,0,0,3,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,7,25,FL,12199
4472,4108,6/17/20,1,3,88,88,3,88,88,0,0,0,0,0,3,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,6,17,FL,2610
4473,232,9/23/20,1,6,88,88,6,88,88,0,0,0,0,0,6,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,9,23,AL,569
4475,2970,10/21/20,1,3,88,88,3,88,88,0,0,0,0,0,3,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,10,21,CO,1279
4476,2417,12/24/20,1,2,2,88,2,88,88,0,0,0,0,0,2,1,0,0,1,5,2,2,36.5,63.5,11.8,25,2020,12,24,CA,34716
4477,233,7/21/20,1,3,88,88,3,88,88,0,0,0,0,0,3,1,0,0,1,1,1,1,65.3,34.7,15.6,44,2020,7,21,AL,1467
4478,5138,12/4/20,1,88,1,88,1,88,88,0,0,0,0,0,1,0,0,0,0,22,1,3,74.7,25.3,12.9,29,2020,12,4,MI,9318
4479,2418,7/25/20,1,88,88,88,1,88,88,0,0,0,0,0,1,1,0,0,1,5,2,2,36.5,63.5,11.8,25,2020,7,25,CA,10231
4480,5551,12/19/20,1,88,88,88,1,88,88,0,0,0,0,0,1,3,0,0,3,33,2,1,62.6,37.4,13.6,27,2020,12,19,NC,5496
4481,5552,12/8/20,1,88,88,88,1,88,1,0,0,0,0,0,1,0,0,0,0,33,2,1,62.6,37.4,13.6,27,2020,12,8,NC,4724
4482,5411,12/21/20,1,88,88,88,2,88,2,0,0,0,0,0,2,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,21,NH,846
4483,6419,12/19/20,1,88,88,88,1,88,88,0,0,0,3,0,1,5,0,0,5,47,2,2,67.5,32.5,9.8,7,2020,12,19,WA,1957
4484,4803,12/19/20,1,4,88,88,4,88,88,0,0,0,0,0,4,1,0,0,1,12,1,1,81.6,18.4,11,23,2020,12,19,ID,836
4485,4804,12/12/20,1,4,88,88,4,88,88,0,0,0,0,0,4,1,0,0,1,12,1,1,81.6,18.4,11,23,2020,12,12,ID,769
4486,4805,12/5/20,1,4,88,88,4,88,88,0,0,0,0,0,4,1,0,0,1,12,1,1,81.6,18.4,11,23,2020,12,5,ID,1023
4487,4806,12/4/20,1,88,88,88,2,88,2,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,4,ID,1859
4488,4807,12/16/20,1,88,88,88,1,88,1,0,0,0,0,0,1,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,16,ID,1548
4489,4808,12/16/20,1,88,88,88,2,88,2,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,16,ID,1548
4490,4809,12/1/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,1,ID,1484
4491,4810,12/2/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,2,ID,1608
4492,4811,12/3/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,3,ID,1632
4493,4812,12/4/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,4,ID,1859
4494,4813,12/5/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,5,ID,1023
4495,4814,12/6/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,6,ID,789
4496,4815,12/7/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,7,ID,1880
4497,4816,12/8/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,8,ID,1978
4498,4817,12/9/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,9,ID,2266
4499,4818,12/10/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,10,ID,1675
4500,4819,12/11/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,11,ID,1582
4501,4820,12/12/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,12,ID,769
4502,4821,12/13/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,13,ID,540
4503,4822,12/14/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,14,ID,1436
4504,4823,12/15/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,15,ID,1607
4505,4824,12/16/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,16,ID,1548
4506,4825,12/17/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,17,ID,1390
4507,4826,12/18/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,18,ID,1274
4508,4827,12/19/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,19,ID,836
4509,4828,12/20/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,20,ID,705
4510,4829,12/21/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,21,ID,1429
4511,4830,12/22/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,22,ID,1482
4512,4831,12/23/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,23,ID,1308
4513,4832,12/24/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,24,ID,1125
4514,4833,12/25/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,25,ID,0
4515,4834,12/27/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,27,ID,395
4516,4835,12/28/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,28,ID,1168
4517,4836,12/29/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,29,ID,1460
4518,4837,12/30/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,30,ID,1241
4519,4838,12/31/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,31,ID,1238
4520,4839,12/18/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,18,ID,1274
4521,4840,12/12/20,1,88,88,88,1,88,88,0,0,0,0,0,1,2,0,1,1,12,1,1,81.6,18.4,11,23,2020,12,12,ID,769
4522,4841,12/2/20,1,88,88,88,1,88,88,0,0,0,0,0,1,2,0,1,1,12,1,1,81.6,18.4,11,23,2020,12,2,ID,1608
4523,4842,12/30/20,1,88,88,88,1,88,88,0,0,0,0,0,1,2,0,1,1,12,1,1,81.6,18.4,11,23,2020,12,30,ID,1241
4524,4843,12/1/20,1,88,88,88,1,88,88,0,0,0,0,0,1,2,0,1,1,12,1,1,81.6,18.4,11,23,2020,12,1,ID,1484
4525,4915,12/16/20,1,1,88,88,1,88,1,0,0,0,0,0,1,0,0,0,0,13,2,2,60.8,39.2,11.4,21,2020,12,16,IL,7033
4526,4916,12/4/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,13,2,2,60.8,39.2,11.4,21,2020,12,4,IL,10487
4527,4917,12/22/20,1,88,88,88,1,88,1,0,0,0,0,0,1,0,0,0,0,13,2,2,60.8,39.2,11.4,21,2020,12,22,IL,6348
4528,4918,12/1/20,1,88,88,88,3,3,88,0,0,0,0,0,3,0,0,0,0,13,2,2,60.8,39.2,11.4,21,2020,12,1,IL,12685
4529,2419,12/7/20,1,88,6,88,6,88,88,0,0,0,0,0,6,1,0,0,1,5,2,2,36.5,63.5,11.8,25,2020,12,7,CA,27254
4530,2420,8/4/20,1,6,88,88,6,88,88,0,0,0,0,0,6,0,0,0,0,5,2,2,36.5,63.5,11.8,25,2020,8,4,CA,5023
4531,234,2/29/20,1,3,88,88,3,88,88,0,0,0,1,0,3,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,2,29,AL,
4535,5488,12/7/20,1,2,88,88,2,88,88,0,0,0,1,0,2,0,0,0,0,32,2,2,55.3,44.7,13.1,15,2020,12,7,NY,8379
4536,2421,11/21/20,1,1,1,88,1,88,88,0,0,0,0,0,1,3,0,0,3,5,2,2,36.5,63.5,11.8,25,2020,11,21,CA,13442
4537,6420,12/31/20,1,1,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,47,2,2,67.5,32.5,9.8,7,2020,12,31,WA,3609
4538,6421,12/17/20,1,1,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,47,2,2,67.5,32.5,9.8,7,2020,12,17,WA,5318
4539,6422,12/3/20,1,1,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,47,2,2,67.5,32.5,9.8,7,2020,12,3,WA,2196
4541,6180,12/24/20,1,6,88,6,6,88,88,0,0,0,0,0,6,1,0,0,1,42,1,1,73.5,26.5,13.8,41,2020,12,24,TN,5049
4542,1837,3/21/20,1,4,88,88,4,88,88,0,0,0,0,0,4,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,3,21,AZ,34
4543,2422,7/10/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,5,2,2,36.5,63.5,11.8,25,2020,7,10,CA,7989
4544,2971,5/4/20,1,88,88,88,3,88,88,0,0,0,1,0,3,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,5,4,CO,272
4548,5300,12/31/20,1,3,88,88,3,88,3,0,0,0,1,0,3,0,0,0,0,24,1,1,56.4,43.6,8.9,51,2020,12,31,MS,2756
4551,235,3/8/20,1,2,88,88,2,88,88,0,0,0,0,0,2,4,0,3,1,1,1,1,65.3,34.7,15.6,44,2020,3,8,AL,
4552,788,4/2/20,1,7,88,88,7,88,88,0,0,0,2,0,7,1,0,1,0,2,1,3,60.2,39.8,10.2,39,2020,4,2,AK,3
4554,6099,12/31/20,1,1,88,88,1,88,88,0,0,0,0,0,1,1,0,0,1,41,1,1,81.5,18.5,11.9,26,2020,12,31,SD,444
4557,789,11/21/20,1,6,88,88,6,88,88,0,0,0,0,0,6,1,0,1,0,2,1,3,60.2,39.8,10.2,39,2020,11,21,AK,676
4559,1838,9/8/20,1,3,88,88,3,88,88,0,0,0,0,0,3,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,9,8,AZ,77
4560,2972,5/6/20,1,1,88,88,1,88,88,0,0,0,12,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,5,6,CO,464
4562,790,10/31/20,1,1,88,88,1,88,88,0,0,0,3,0,1,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,10,31,AK,444
4563,791,11/3/20,1,1,88,88,1,88,88,0,0,0,3,0,1,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,11,3,AK,391
4564,1381,3/24/20,1,88,88,88,1,88,88,0,0,0,2,0,1,0,0,0,0,3,1,1,72,28,16,50,2020,3,24,AR,30
