Post_oldid,Real_ID,date,COVID_Post,RiskFactor_2_CTA,SocialDisparities_3_CTA,Debunk_4_CTA,UncertaintyReduction_5_CTA,Testing_6_CTA,Vaccine_7_CTA,Mental_8_YesNo,Emotion_9_Number,Praise_10_Number,Pop_11_Number,Language_12_Number,Action_13_CTA,Positive_14a_Number,Negative_14b_Number,Individual_14c_Number,Collective_14d_Number,State_ recode,Gov_poli,Trifecta,White_percent,minority_percent,Poverty_percent,ProspertiyRanking,year,month,day,state,cases
2445,4042,9/16/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,9,16,FL,2355
2446,4043,9/11/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,9,11,FL,3650
2447,4044,9/6/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,9,6,FL,2564
2448,4045,8/22/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,8,22,FL,4311
2449,4046,8/19/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,8,19,FL,4115
2450,1265,6/17/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,3,1,1,72,28,16,50,2020,6,17,AR,415
2451,4695,7/8/20,1,88,88,88,3,1,88,0,0,0,0,0,3,0,0,0,0,10,1,1,52,48,13.5,37,2020,7,8,GA,2831
2452,6162,12/15/20,1,88,88,88,1,1,88,0,0,0,1,0,1,0,0,0,0,42,1,1,73.5,26.5,13.8,41,2020,12,15,TN,7978
2453,4904,12/12/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,13,2,2,60.8,39.2,11.4,21,2020,12,12,IL,8660
2454,6389,12/11/20,1,1,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,47,2,2,67.5,32.5,9.8,7,2020,12,11,WA,3305
2455,3577,3/12/20,1,88,88,88,1,0,88,0,0,0,0,0,1,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,3,12,DE,3
2456,5771,12/19/20,1,88,88,88,2,1,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,19,PA,9007
2457,5772,12/30/20,1,88,88,88,2,1,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,30,PA,8627
2458,5773,12/31/20,1,88,88,88,2,1,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,31,PA,9350
2459,5774,12/6/20,1,88,88,88,2,1,88,0,0,0,0,0,2,0,0,0,0,38,2,3,75.7,24.3,12,22,2020,12,6,PA,7755
2460,3578,3/12/20,1,88,88,88,4,1,88,0,0,0,0,0,4,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,3,12,DE,3
2461,3579,4/1/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,4,1,DE,49
2462,173,11/23/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,11,23,AL,1574
2463,2807,7/1/20,1,88,88,88,0,1,88,0,0,0,0,0,0,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,7,1,CO,314
2464,633,3/9/20,1,4,88,88,4,88,88,0,0,0,0,0,4,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,3,9,AK,
2465,2808,3/10/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,3,10,CO,5
2466,2809,3/7/20,1,1,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,3,7,CO,0
2467,5201,12/18/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,23,2,3,79.1,20.9,8.9,3,2020,12,18,MN,2718
2468,5202,12/3/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,23,2,3,79.1,20.9,8.9,3,2020,12,3,MN,6149
2469,5203,12/24/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,23,2,3,79.1,20.9,8.9,3,2020,12,24,MN,1884
2470,5204,12/31/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,23,2,3,79.1,20.9,8.9,3,2020,12,31,MN,2195
2471,5205,12/10/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,23,2,3,79.1,20.9,8.9,3,2020,12,10,MN,3499
2472,4779,12/30/20,1,88,88,88,1,88,1,0,0,0,0,0,1,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,30,ID,1241
2473,4780,12/25/20,1,88,88,88,2,88,2,0,0,0,3,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,25,ID,0
2474,4781,12/15/20,1,88,88,88,2,88,2,0,0,0,0,0,2,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,15,ID,1607
2475,5206,12/19/20,1,88,88,88,4,88,4,0,0,1,0,0,4,0,0,0,0,23,2,3,79.1,20.9,8.9,3,2020,12,19,MN,2746
2476,6390,12/11/20,1,88,88,88,2,88,2,0,0,0,0,0,2,0,0,0,0,47,2,2,67.5,32.5,9.8,7,2020,12,11,WA,3305
2477,6391,12/4/20,1,88,88,88,2,88,2,0,0,0,0,0,2,0,0,0,0,47,2,2,67.5,32.5,9.8,7,2020,12,4,WA,2633
2478,4782,12/17/20,1,88,88,1,1,88,1,0,0,0,0,0,1,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,17,ID,1390
2479,5345,12/24/20,1,88,88,1,1,88,1,0,0,0,0,0,1,0,0,0,0,27,1,1,78.2,21.8,9.9,14,2020,12,24,NE,752
2480,634,12/27/20,1,88,88,1,1,88,1,0,0,0,0,0,1,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,12,27,AK,300
2481,5296,12/15/20,1,88,88,88,1,88,1,0,0,0,5,0,1,0,0,0,0,24,1,1,56.4,43.6,8.9,51,2020,12,15,MS,2205
2482,4783,12/23/20,1,88,88,1,1,88,1,0,0,0,0,0,1,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,23,ID,1308
2483,5346,12/17/20,1,88,88,5,5,88,5,0,0,0,0,1,5,1,0,0,1,27,1,1,78.2,21.8,9.9,14,2020,12,17,NE,1181
2484,4784,12/18/20,1,88,88,1,1,88,1,0,0,0,0,0,1,0,0,0,0,12,1,1,81.6,18.4,11,23,2020,12,18,ID,1274
2485,2377,12/29/20,1,88,88,88,2,88,2,0,0,0,2,0,2,1,0,0,1,5,2,2,36.5,63.5,11.8,25,2020,12,29,CA,34167
2486,5884,12/11/20,1,88,88,88,1,88,1,0,0,0,0,0,1,0,0,0,0,39,2,1,71.4,28.6,11.6,18,2020,12,11,RI,1571
2487,5885,12/4/20,1,88,88,88,1,88,1,0,0,0,0,0,1,0,0,0,0,39,2,1,71.4,28.6,11.6,18,2020,12,4,RI,1415
2488,5347,12/12/20,1,88,88,1,1,88,1,0,0,0,0,0,1,0,0,0,0,27,1,1,78.2,21.8,9.9,14,2020,12,12,NE,740
2489,4785,12/22/20,1,88,88,1,1,88,1,0,0,0,0,0,1,1,0,0,1,12,1,1,81.6,18.4,11,23,2020,12,22,ID,1482
2490,5528,12/19/20,1,88,88,88,1,88,1,0,0,0,0,0,1,5,0,0,5,33,2,1,62.6,37.4,13.6,27,2020,12,19,NC,5496
2491,174,11/24/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,11,24,AL,2785
2492,2810,3/16/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,3,16,CO,25
2493,2811,8/12/20,1,88,88,88,6,88,88,0,0,0,0,0,6,2,0,0,2,6,2,2,67.7,32.3,9.4,11,2020,8,12,CO,360
2494,2812,4/16/20,1,88,88,88,0,88,88,0,0,0,0,0,0,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,4,16,CO,395
2495,2813,4/18/20,1,88,88,88,0,88,88,0,0,0,0,0,0,1,0,0,1,6,2,2,67.7,32.3,9.4,11,2020,4,18,CO,386
2496,175,10/28/20,1,88,88,88,1,88,88,0,0,0,0,0,1,2,0,1,1,1,1,1,65.3,34.7,15.6,44,2020,10,28,AL,1269
2497,6087,12/24/20,1,88,88,88,4,4,88,0,0,0,0,0,4,1,0,1,0,41,1,1,81.5,18.5,11.9,26,2020,12,24,SD,506
2498,3580,5/13/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,5,13,DE,211
2500,635,7/28/20,1,88,88,88,2,88,88,0,0,0,0,0,2,1,0,1,0,2,1,3,60.2,39.8,10.2,39,2020,7,28,AK,144
2503,3391,12/22/20,1,88,88,3,3,88,88,0,0,0,0,0,3,0,0,0,0,7,2,2,65.9,34.1,9.9,2,2020,12,22,CT,1583
2507,3392,12/29/20,1,88,88,3,3,88,88,0,0,0,0,0,3,1,0,1,0,7,2,2,65.9,34.1,9.9,2,2020,12,29,CT,767
2508,3393,5/28/20,1,88,88,88,1,88,88,1,0,0,0,0,1,0,0,0,0,7,2,2,65.9,34.1,9.9,2,2020,5,28,CT,271
2509,3394,9/25/20,1,1,88,88,1,88,1,0,0,0,0,0,1,0,0,0,0,7,2,2,65.9,34.1,9.9,2,2020,9,25,CT,115
2512,3395,10/17/20,1,88,88,88,1,88,1,0,0,0,0,0,1,0,0,0,0,7,2,2,65.9,34.1,9.9,2,2020,10,17,CT,0
2516,3396,10/9/20,1,5,88,88,5,88,0,0,0,0,0,0,5,1,0,1,0,7,2,2,65.9,34.1,9.9,2,2020,10,9,CT,290
2523,2814,6/12/20,1,1,88,88,1,1,0,0,0,0,0,1,1,1,0,0,1,6,2,2,67.7,32.3,9.4,11,2020,6,12,CO,175
2524,5886,12/26/20,1,1,88,88,1,88,88,0,0,0,0,1,1,0,0,0,0,39,2,1,71.4,28.6,11.6,18,2020,12,26,RI,0
2525,5887,12/19/20,1,1,88,88,1,88,88,0,0,0,0,1,1,0,0,0,0,39,2,1,71.4,28.6,11.6,18,2020,12,19,RI,0
2528,1766,3/1/20,1,88,88,2,2,88,88,0,0,0,0,0,2,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,3,1,AZ,0
2529,5066,12/11/20,1,88,88,1,1,88,1,0,0,0,0,0,1,0,0,0,0,16,2,3,75.4,24.6,11.3,30,2020,12,11,KS,4860
2530,1767,4/23/20,1,88,88,2,2,88,88,0,0,0,0,0,2,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,4,23,AZ,310
2531,1768,5/16/20,1,88,88,2,2,2,88,0,0,0,0,0,2,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,5,16,AZ,462
2535,3581,3/10/20,1,88,88,1,1,88,88,0,0,0,0,0,1,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,3,10,DE,
2536,636,10/26/20,1,88,88,1,1,1,88,0,0,0,0,0,1,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,10,26,AK,348
2537,4047,9/22/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,9,22,FL,2470
2538,4048,9/15/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,9,15,FL,3116
2539,4049,9/7/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,9,7,FL,1838
2540,4050,7/24/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,7,24,FL,12444
2541,4051,7/21/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,7,21,FL,9440
2542,4052,8/26/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,8,26,FL,3220
2543,4053,8/17/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,8,17,FL,2678
2544,4054,8/12/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,8,12,FL,8109
2545,4055,8/8/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,8,8,FL,8502
2546,4056,8/3/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,8,3,FL,4752
2547,4057,7/29/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,7,29,FL,9446
2548,4058,7/17/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,7,17,FL,11466
2549,4059,7/10/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,7,10,FL,11433
2550,4060,7/1/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,7,1,FL,6563
2551,4061,6/24/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,6,24,FL,5511
2552,4062,6/6/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,6,6,FL,1270
2553,4063,5/28/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,5,28,FL,651
2554,4064,5/22/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,5,22,FL,776
2555,4065,5/15/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,5,15,FL,928
2556,4066,5/6/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,5,6,FL,563
2557,4067,4/30/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,4,30,FL,498
2558,4068,4/25/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,4,25,FL,306
2559,4069,4/18/20,1,4,88,4,4,88,88,0,0,0,0,0,4,0,0,0,0,9,1,1,53.2,46.8,12.7,31,2020,4,18,FL,739
2560,1769,1/24/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,1,24,AZ,
2561,6344,12/12/20,1,88,88,2,2,88,88,0,0,0,0,0,2,1,0,0,1,46,2,1,61.2,38.8,9.9,19,2020,12,12,VA,4177
2562,4696,3/13/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,10,1,1,52,48,13.5,37,2020,3,13,GA,10
2563,3582,10/30/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,10,30,DE,198
2564,637,11/30/20,1,88,88,88,5,88,88,0,0,1,0,0,5,4,0,1,3,2,1,3,60.2,39.8,10.2,39,2020,11,30,AK,511
2566,5677,12/12/20,1,88,88,88,2,88,88,0,0,0,0,0,2,1,0,0,1,37,2,2,75.1,24.9,11.5,24,2020,12,12,OR,1405
2567,176,9/25/20,1,88,88,88,0,0,88,0,0,0,0,0,0,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,9,25,AL,2452
2569,177,10/3/20,1,88,88,88,0,88,88,0,0,0,0,0,0,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,10,3,AL,1682
2570,178,5/22/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,1,1,1,65.3,34.7,15.6,44,2020,5,22,AL,256
2571,1770,7/10/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,4,1,1,54.1,45.9,13.5,40,2020,7,10,AZ,4164
2574,638,4/9/20,1,5,88,88,5,88,88,1,3,0,0,0,5,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,4,9,AK,9
2575,639,7/27/20,1,88,88,88,3,88,88,0,0,1,0,0,3,0,0,0,0,2,1,3,60.2,39.8,10.2,39,2020,7,27,AK,104
2579,1771,10/20/20,1,2,88,88,2,88,88,0,0,0,0,0,2,2,0,0,2,4,1,1,54.1,45.9,13.5,40,2020,10,20,AZ,1006
2580,3583,4/1/20,1,88,88,88,1,88,88,0,0,0,1,0,1,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,4,1,DE,49
2587,3584,4/10/20,1,1,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,4,10,DE,117
2588,3585,4/20/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,4,20,DE,207
2590,3586,5/2/20,1,88,88,88,0,88,88,0,0,0,0,0,0,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,5,2,DE,120
2591,3587,11/7/20,1,88,88,88,2,2,88,0,0,0,0,0,2,1,0,0,1,8,2,2,61.7,38.3,11.2,20,2020,11,7,DE,223
2593,3588,10/28/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,10,28,DE,143
2595,3589,8/28/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,8,28,DE,107
2596,3590,3/12/20,1,88,88,88,1,88,88,0,0,0,1,0,1,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,3,12,DE,3
2598,3591,4/5/20,1,88,88,88,3,88,88,0,0,0,0,0,3,1,0,0,1,8,2,2,61.7,38.3,11.2,20,2020,4,5,DE,80
2599,3592,11/13/20,1,88,88,88,2,88,88,0,0,0,0,0,2,3,1,0,4,8,2,2,61.7,38.3,11.2,20,2020,11,13,DE,470
2600,3593,5/17/20,1,88,88,88,4,4,88,0,0,0,0,1,4,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,5,17,DE,123
2604,3594,11/17/20,1,88,2,88,88,88,88,0,0,0,0,0,2,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,11,17,DE,352
2608,3595,4/2/20,1,88,88,1,1,88,88,0,0,0,0,0,1,0,1,0,1,8,2,2,61.7,38.3,11.2,20,2020,4,2,DE,25
2609,3596,4/3/20,1,88,88,1,1,88,88,0,0,0,0,0,1,0,1,0,1,8,2,2,61.7,38.3,11.2,20,2020,4,3,DE,57
2610,3597,10/21/20,1,88,88,88,3,3,88,0,0,0,0,0,3,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,10,21,DE,50
2611,3598,10/23/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,8,2,2,61.7,38.3,11.2,20,2020,10,23,DE,159
2612,3599,11/7/20,1,88,88,88,2,88,88,0,0,0,0,0,2,3,0,0,3,8,2,2,61.7,38.3,11.2,20,2020,11,7,DE,223
2614,6392,12/10/20,1,88,88,88,88,88,88,0,0,0,0,0,2,0,0,0,0,47,2,2,67.5,32.5,9.8,7,2020,12,10,WA,3206
2616,2815,4/2/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,4,2,CO,382
2617,2816,3/15/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,3,15,CO,33
2618,2817,12/19/20,1,88,88,88,0,88,88,1,0,0,0,0,0,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,12,19,CO,2728
2619,2818,4/7/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,6,2,2,67.7,32.3,9.4,11,2020,4,7,CO,257
2620,6393,12/11/20,1,88,88,88,2,88,88,0,0,0,0,0,2,0,0,0,0,47,2,2,67.5,32.5,9.8,7,2020,12,11,WA,3305
2621,6394,12/31/20,1,88,88,88,0,88,88,0,0,0,0,0,0,0,0,0,0,47,2,2,67.5,32.5,9.8,7,2020,12,31,WA,3609
2623,5775,12/28/20,1,88,88,88,4,88,88,0,0,0,0,0,4,1,0,0,1,38,2,3,75.7,24.3,12,22,2020,12,28,PA,5122
2624,5776,12/21/20,1,88,88,88,4,88,88,0,0,0,0,0,4,1,0,0,1,38,2,3,75.7,24.3,12,22,2020,12,21,PA,9411
2625,5777,12/23/20,1,88,88,88,4,88,88,0,0,0,0,0,4,1,0,0,1,38,2,3,75.7,24.3,12,22,2020,12,23,PA,9725
2626,5778,12/18/20,1,88,88,88,4,88,88,0,0,0,0,0,4,1,0,0,1,38,2,3,75.7,24.3,12,22,2020,12,18,PA,9186
2627,4758,12/1/20,1,88,88,88,1,1,88,0,0,0,2,0,1,0,0,0,0,11,2,2,21.7,78.3,9,32,2020,12,1,HI,43
2628,4759,12/2/20,1,88,88,88,1,1,88,0,0,0,2,0,1,0,0,0,0,11,2,2,21.7,78.3,9,32,2020,12,2,HI,68
2629,4760,12/3/20,1,88,88,88,1,1,88,0,0,0,2,0,1,0,0,0,0,11,2,2,21.7,78.3,9,32,2020,12,3,HI,139
2630,4761,12/4/20,1,88,88,88,1,1,88,0,0,0,2,0,1,0,0,0,0,11,2,2,21.7,78.3,9,32,2020,12,4,HI,117
2631,4762,12/5/20,1,88,88,88,1,1,88,0,0,0,2,0,1,0,0,0,0,11,2,2,21.7,78.3,9,32,2020,12,5,HI,111
2634,2378,12/20/20,1,88,88,88,4,88,88,0,0,0,0,1,4,1,0,0,1,5,2,2,36.5,63.5,11.8,25,2020,12,20,CA,42883
2635,6519,12/3/20,1,88,88,88,15,15,88,0,0,0,0,0,15,0,0,0,0,48,1,1,92,8,16.2,48,2020,12,3,WV,1120
2636,6520,12/11/20,1,88,88,88,18,18,88,0,0,0,0,0,18,0,0,0,0,48,1,1,92,8,16.2,48,2020,12,11,WV,942
2637,6521,12/12/20,1,88,88,88,11,11,88,0,0,0,0,0,11,0,0,0,0,48,1,1,92,8,16.2,48,2020,12,12,WV,1514
2638,6522,12/13/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,48,1,1,92,8,16.2,48,2020,12,13,WV,1066
2639,6523,12/19/20,1,88,88,88,3,3,88,0,0,0,0,0,3,0,0,0,0,48,1,1,92,8,16.2,48,2020,12,19,WV,1464
2640,6524,12/20/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,48,1,1,92,8,16.2,48,2020,12,20,WV,1127
2641,6525,12/24/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,48,1,1,92,8,16.2,48,2020,12,24,WV,1303
2642,6526,12/26/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,48,1,1,92,8,16.2,48,2020,12,26,WV,1341
2643,6527,12/26/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,48,1,1,92,8,16.2,48,2020,12,26,WV,1341
2644,6528,12/27/20,1,88,88,88,1,1,88,0,0,0,0,0,1,0,0,0,0,48,1,1,92,8,16.2,48,2020,12,27,WV,533
2645,6529,12/31/20,1,88,88,88,2,2,88,0,0,0,0,0,2,0,0,0,0,48,1,1,92,8,16.2,48,2020,12,31,WV,1109
2661,5380,12/2/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,2,NH,566
2662,5381,12/11/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,11,NH,1187
2663,5382,12/13/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,13,NH,712
2664,5383,12/14/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,14,NH,919
2665,5384,12/15/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,15,NH,670
2666,5385,12/16/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,16,NH,888
2667,5386,12/17/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,17,NH,831
2668,5387,12/3/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,3,NH,593
2669,5388,12/23/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,23,NH,504
2670,5389,12/24/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,24,NH,390
2671,5390,12/25/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,25,NH,0
2672,5391,12/27/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,27,NH,876
2673,5392,12/28/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,28,NH,861
2674,5393,12/29/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,29,NH,1027
2675,5394,12/30/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,30,NH,545
2676,5395,12/4/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,4,NH,765
2677,5396,12/31/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,31,NH,786
2678,5397,12/31/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,31,NH,786
2679,5398,12/6/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,6,NH,633
2680,5399,12/7/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,7,NH,1045
2681,5400,12/8/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,8,NH,807
2682,5401,12/9/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,9,NH,969
2683,5402,12/10/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,10,NH,681
2684,5403,12/1/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,1,NH,772
2685,5404,12/18/20,1,88,88,88,1,88,88,0,0,0,0,0,1,0,0,0,0,29,1,1,89.8,10.2,7.5,4,2020,12,18,NH,696
